Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1998-01-01,131.91192,131.20292,131.20292,129.17991999999998,129.54492,124.09891999999999,124.47892,124.47892,129.54492,131.26391999999998,131.26391999999998,131.26391999999998,125.94091999999999,125.94091999999999,121.98292,121.98292,121.98292,125.94091999999999,140.47791999999998,140.54792,140.47791999999998,132.21992,125.94091999999999,121.59692
1998-01-02,120.64291999999999,120.25291999999999,120.25291999999999,120.25291999999999,120.64291999999999,120.25291999999999,125.11192,125.11192,128.65592,134.22692,136.98692,136.98692,131.89292,128.65592,128.65592,128.65592,128.65592,128.65592,140.17092,142.13092,140.17092,131.89292,128.65592,126.83192
1998-01-03,124.77091999999999,124.39291999999999,124.39291999999999,124.39291999999999,124.77091999999999,124.39291999999999,124.77091999999999,125.64992,126.28992,131.54492,131.54492,131.54492,126.23392,126.23392,126.23392,114.23092,114.23092,126.23392,138.75892,138.75892,138.75892,130.38692,126.23392,107.73992
1998-01-04,107.22991999999999,106.80391999999999,106.80391999999999,106.80391999999999,107.22991999999999,106.80391999999999,107.22991999999999,107.22991999999999,112.86291999999999,132.62392,132.62392,132.62392,127.35491999999999,100.73491999999999,92.76592,92.76592,92.76592,92.76592,137.30292,137.30292,137.30292,128.83392,127.35491999999999,92.30091999999999
1998-01-05,92.17891999999999,91.71191999999999,91.71191999999999,91.71191999999999,92.17891999999999,91.71191999999999,125.87892,126.38691999999999,126.38691999999999,133.15192,133.15192,133.15192,127.88292,127.88292,127.88292,127.88292,127.88292,127.88292,139.65792,139.65792,139.65792,128.54891999999998,127.88292,126.74492
1998-01-06,124.45192,124.07092,124.07092,124.07092,124.45192,125.02292,125.02292,125.45792,125.45792,130.52192,136.32192,136.32192,131.17792,130.48592,130.48592,130.48592,130.48592,130.48592,139.53692,161.19292,139.53692,131.17792,129.53292,126.34891999999999
1998-01-07,125.88492,123.46892,154.37292,154.37292,154.37292,189.94992,190.35792,190.35792,190.35792,192.37792,132.92391999999998,133.60392,129.62492,129.62492,129.62492,129.62492,129.62492,129.62492,138.75892,140.08792,136.88692,134.43492,130.32192,127.27391999999999
1998-01-08,127.17891999999999,124.78492,124.78492,127.17891999999999,124.78492,124.78492,127.17891999999999,129.89192,196.57291999999998,136.55692,136.55692,136.55692,197.63891999999998,133.34792,133.34792,133.34792,133.34792,130.91792,139.76592,139.76592,139.76592,130.91792,129.98292,128.58892
1998-01-09,126.45992,126.08492,126.08492,126.45992,126.08492,126.08492,127.17291999999999,128.87091999999998,128.87091999999998,130.57891999999998,135.97692,135.97692,130.81992,130.57891999999998,128.64792,128.64792,128.64792,128.64792,138.22492,138.97492,138.22492,129.77992,128.64792,122.70792
1998-01-10,129.20592,126.84692,126.92492,127.33292,126.92492,121.68692,127.33292,127.33292,129.28191999999999,134.73991999999998,135.38492,135.38492,132.14692,131.48592,132.14692,132.14692,132.14692,132.14692,139.00992,145.13092,139.00992,132.55392,132.14692,129.83792
1998-01-11,127.28092,127.28092,127.28092,127.28092,127.28092,127.28092,127.28092,127.28092,127.58792,132.92391999999998,132.92391999999998,132.92391999999998,127.27391999999999,127.27391999999999,121.15191999999999,107.98992,102.21491999999999,102.21491999999999,130.49591999999998,136.22292,130.49591999999998,121.15191999999999,114.01292,92.74292
1998-01-12,94.69892,94.69892,99.70591999999999,102.20992,107.21692,109.72091999999999,110.70692,114.71892,117.23192,130.53692,130.53692,130.53692,124.78492,117.23192,124.78492,124.78492,124.78492,124.78492,139.76592,139.76592,139.76592,128.72191999999998,124.78492,124.78492
1998-01-13,122.27991999999999,122.27991999999999,122.27991999999999,104.16492,122.27991999999999,122.27991999999999,124.65791999999999,126.22991999999999,123.76191999999999,129.04592,129.04592,129.04592,123.23092,123.23092,123.23092,123.23092,123.23092,123.23092,136.79391999999999,138.28692,136.79391999999999,125.12092,123.23092,118.80691999999999
1998-01-14,117.74292,117.74292,117.74292,117.74292,117.74292,117.80091999999999,120.74391999999999,120.74391999999999,120.74391999999999,122.68092,126.25792,126.25792,122.68092,125.21692,128.59992,128.59992,128.59992,128.59992,147.67292,152.68591999999998,138.20492,130.45592,126.25792,122.31291999999999
1998-01-15,119.80691999999999,104.99091999999999,102.59192,102.59192,107.38991999999999,119.80691999999999,119.80691999999999,119.80691999999999,126.58192,130.95692,130.95692,134.38392,125.22292,125.22292,124.65791999999999,124.65791999999999,124.65791999999999,125.22292,137.82092,137.82092,133.77591999999999,123.23092,123.23092,123.23092
1998-01-16,120.74391999999999,120.74391999999999,120.74391999999999,120.74391999999999,120.74391999999999,120.74391999999999,120.86092,120.86092,120.74391999999999,130.35392,130.35392,130.35392,124.59492,124.59492,124.59492,124.59492,124.59492,124.59492,136.59492,142.93892,136.68692,124.59492,124.59492,124.11692
1998-01-17,108.31591999999999,108.31591999999999,108.31591999999999,108.31591999999999,108.31591999999999,121.69391999999999,122.08991999999999,122.08991999999999,123.74492,131.47791999999998,131.47791999999998,131.47791999999998,125.76592,125.76592,125.18092,125.18092,124.21892,125.18491999999999,142.23892,157.76292,138.00092,127.08492,125.18092,124.68092
1998-01-18,145.43692,135.01991999999998,135.01991999999998,135.01991999999998,135.01991999999998,145.43692,145.43692,146.26391999999998,146.26391999999998,148.36992,148.36992,148.36992,148.36992,148.36992,148.32891999999998,148.36992,147.10492,141.33392,148.32891999999998,148.36992,148.36992,148.36992,133.63891999999998,137.48592
1998-01-19,101.86192,101.86192,101.86192,114.12692,114.12692,122.97492,123.09192,123.09192,123.09192,129.86792,129.86792,129.86792,125.69892,125.55691999999999,125.20792,124.46791999999999,124.46791999999999,125.55691999999999,135.86192,138.23792,135.86192,125.55691999999999,124.46791999999999,123.18892
1998-01-20,106.57491999999999,106.57491999999999,106.57491999999999,106.57491999999999,120.36492,121.61392,121.61392,122.63892,138.10992,140.65091999999999,140.65091999999999,148.13392,124.82892,124.82892,133.86192,133.86192,138.26092,148.03592,161.42092,168.13192,148.91891999999999,127.57592,124.82892,124.46791999999999
